Count,Instrument 1,Instrument 2,Section,,,,,
47,Bass Drum,Hi-hat (closed),Chorus,47,,,,
,,,Chorus,,,,,
,Bass Drum,Hi-hat (closed),Chorus,,,,,
,,,Chorus,,,,,
e,Snare Drum,Hi-hat (closed),Chorus,,,,,
,,,Chorus,,,,,
,Bass Drum,Hi-hat (closed),Chorus,,,,,
,,,Chorus,,,,,
&,Bass Drum,Hi-hat (closed),Chorus, ,,,,
,,,Chorus,,,,,
,Hi-hat (closed),,Chorus,,,,,
,,,Chorus,,,,,
a,Snare Drum,Hi-hat (closed),Chorus,,,,,
,,,Chorus,,,,,
,Bass Drum,Hi-hat (closed),Chorus,,,,,
,,,Chorus,,,,,
48,Bass Drum,Hi-hat (closed),Chorus,48,,,,
,,,Chorus,,,,,
,Hi-hat (closed),,Chorus,,,,,
,,,Chorus,,,,,
e,Snare Drum,Hi-hat (closed),Chorus,,,,,
,,,Chorus,,,,,
,Bass Drum,Hi-hat (closed),Chorus,,,,,
,,,Chorus,,,,,
&,Bass Drum,Hi-hat (closed),Chorus,,,,,
,,,Chorus,,,,,
,Hi-hat (closed),,Chorus,,,,,
,,,Chorus,,,,,
a,Snare Drum,Hi-hat (closed),Chorus,,,,,
,,,Chorus,,,,,
,Bass Drum,Hi-hat (closed),Chorus,,,,,
,,,Chorus,,,,,
49,Bass Drum,Hi-hat (closed),Interlude,49,,,,
,,,Interlude,,,,,
,Hi-hat (closed),,Interlude,,,,,
,,,Interlude,,,,,
e,Snare Drum,Hi-hat (closed),Interlude,,,,,
,,,Interlude,,,,,
,Bass Drum,Hi-hat (closed),Interlude,,,,,
,,,Interlude,,,,,
&,Bass Drum,Hi-hat (closed),Interlude, ,,,,
,,,Interlude,,,,,
,Hi-hat (closed),,Interlude,,,,,
,,,Interlude,,,,,
a,Snare Drum,Hi-hat (closed),Interlude,,,,,
,,,Interlude,,,,,
,Bass Drum,Hi-hat (closed),Interlude,,,,,
,,,Interlude,,,,,
50,Bass Drum,Hi-hat (closed),Interlude,50,,,,
,,,Interlude,,,,,
,Hi-hat (closed),,Interlude,,,,,
,,,Interlude,,,,,
e,Snare Drum,Hi-hat (closed),Interlude,,,,,
,,,Interlude,,,,,
,Bass Drum,Hi-hat (closed),Interlude,,,,,
,,,Interlude,,,,,
&,Bass Drum,Hi-hat (closed),Interlude,,,,,
,,,Interlude,,,,,
,Snare Drum,Tom-tom,Interlude,,,,,
,,,Interlude,,,,,
a,Hi-hat (closed),,Interlude,,,,,
,,,Interlude,,,,,
,Bass Drum,Hi-hat (closed),Interlude,,,,,
,,,Interlude,,,,,
51,Snare Drum,Tom-tom,Interlude,51,,,,
,,,Interlude,,,,,
,Bass Drum,,Interlude,,,,,
,,,Interlude,,,,,
e,Snare Drum,Tom-tom,Interlude,,,,,
,,,Interlude,,,,,
,Bass Drum,,Interlude,,,,,
,,,Interlude,,,,,
&,Bass Drum,Tom-tom,Interlude, ,,,,
,,,Interlude,,,,,
,Ride Cymbal,,Interlude,,,,,
,,,Interlude,,,,,
a,Snare Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
,Bass Drum,Tom-tom,Interlude,,,,,
,,,Interlude,,,,,
52,Ride Cymbal,,Interlude,52,,,,
,,,Interlude,,,,,
,Bass Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
e,Snare Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
,Ride Cymbal,,Interlude,,,,,
,,,Interlude,,,,,
&,Bass Drum,Tom-tom,Interlude,,,,,
,,,Interlude,,,,,
,Ride Cymbal,,Interlude,,,,,
,,,Interlude,,,,,
a,Snare Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
,Bass Drum,Tom-tom,Interlude,,,,,
,,,Interlude,,,,,
53,Ride Cymbal,,Interlude,53,,,,
,,,Interlude,,,,,
,Bass Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
e,Snare Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
,Bass Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
&,Bass Drum,Tom-tom,Interlude, ,,,,
,,,Interlude,,,,,
,Ride Cymbal,,Interlude,,,,,
,,,Interlude,,,,,
a,Snare Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
,Bass Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
54,Bass Drum,Ride Cymbal,Interlude,54,,,,
,,,Interlude,,,,,
,Ride Cymbal,,Interlude,,,,,
,,,Interlude,,,,,
e,Snare Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
,Bass Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
&,Bass Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
,Ride Cymbal,,Interlude,,,,,
,,,Interlude,,,,,
a,Snare Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
,Bass Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
55,Bass Drum,Ride Cymbal,Interlude,55,,,,
,,,Interlude,,,,,
,Ride Cymbal,,Interlude,,,,,
,,,Interlude,,,,,
e,Snare Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
,Bass Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
&,Bass Drum,Ride Cymbal,Interlude, ,,,,
,,,Interlude,,,,,
,Ride Cymbal,,Interlude,,,,,
,,,Interlude,,,,,
a,Snare Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
,Bass Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
56,Bass Drum,Ride Cymbal,Interlude,56,,,,
,,,Interlude,,,,,
,Snare Drum,Tom-tom,Interlude,,,,,
,,,Interlude,,,,,
e,Snare Drum,Tom-tom,Interlude,,,,,
,,,Interlude,,,,,
,,,Interlude,,,,,
,,,Interlude,,,,,
&,Bass Drum,Tom-tom,Interlude,,,,,
,,,Interlude,,,,,
,Ride Cymbal,,Interlude,,,,,
,,,Interlude,,,,,
a,Snare Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
,Bass Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
57,Bass Drum,Ride Cymbal,Interlude,57,,,,
,,,Interlude,,,,,
,Ride Cymbal,,Interlude,,,,,
,,,Interlude,,,,,
e,Snare Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
,Bass Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
&,Bass Drum,Ride Cymbal,Interlude, ,,,,
,,,Interlude,,,,,
,Ride Cymbal,,Interlude,,,,,
,,,Interlude,,,,,
a,Snare Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
,Bass Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
58,Bass Drum,Ride Cymbal,Interlude,58,,,,
,,,Interlude,,,,,
,Ride Cymbal,,Interlude,,,,,
,,,Interlude,,,,,
e,Ride Cymbal,,Interlude,,,,,
,,,Interlude,,,,,
,Bass Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
&,Bass Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
,Ride Cymbal,,Interlude,,,,,
,,,Interlude,,,,,
a,Snare Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
,Bass Drum,Ride Cymbal,Interlude,,,,,
,,,Interlude,,,,,
59,Bass Drum,Ride Cymbal,Verse 2,59,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
e,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
&,Bass Drum,Ride Cymbal,Verse 2, ,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
a,Snare Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
60,Bass Drum,Ride Cymbal,Verse 2,60,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
e,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
&,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
a,Snare Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
61,Bass Drum,Ride Cymbal,Verse 2,61,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
e,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
&,Bass Drum,Ride Cymbal,Verse 2, ,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
a,Snare Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
62,Bass Drum,Ride Cymbal,Verse 2,62,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
e,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
&,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
a,Snare Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
63,Bass Drum,Ride Cymbal,Verse 2,63,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
e,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
&,Bass Drum,Ride Cymbal,Verse 2, ,,,,
,,,Verse 2,,,,,
,Snare Drum,Tom-tom,Verse 2,,,,,
,,,Verse 2,,,,,
a,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
64,Snare Drum,Tom-tom,Verse 2,64,,,,
,,,Verse 2,,,,,
,Bass Drum,,Verse 2,,,,,
,,,Verse 2,,,,,
e,Snare Drum,Tom-tom,Verse 2,,,,,
,,,Verse 2,,,,,
,,,Verse 2,,,,,
,,,Verse 2,,,,,
&,Bass Drum,Tom-tom,Verse 2,,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
a,Snare Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Tom-tom,Verse 2,,,,,
,,,Verse 2,,,,,
65,Ride Cymbal,,Verse 2,65,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
e,Snare Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
&,Bass Drum,Tom-tom,Verse 2, ,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
a,Snare Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Tom-tom,Verse 2,,,,,
,,,Verse 2,,,,,
66,Ride Cymbal,,Verse 2,66,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
e,Snare Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
&,Bass Drum,Tom-tom,Verse 2,,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
a,Snare Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
67,Bass Drum,Ride Cymbal,Verse 2,67,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
e,Snare Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
&,Bass Drum,Ride Cymbal,Verse 2, ,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
a,Snare Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
68,Bass Drum,Ride Cymbal,Verse 2,68,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
e,Snare Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
&,Bass Drum,Tom-tom,Verse 2,,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
a,Snare Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Tom-tom,Verse 2,,,,,
,,,Verse 2,,,,,
69,Ride Cymbal,,Verse 2,69,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
e,Snare Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
&,Bass Drum,Tom-tom,Verse 2, ,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
a,Snare Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Tom-tom,Verse 2,,,,,
,,,Verse 2,,,,,
70,Ride Cymbal,,Verse 2,70,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
e,Snare Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
&,Bass Drum,Tom-tom,Verse 2,,,,,
,,,Verse 2,,,,,
,Tom-tom,Snare Drum,Verse 2,,,,,
,,,Verse 2,,,,,
a,Tom-tom,Snare Drum,Verse 2,,,,,
,,,Verse 2,,,,,
,Tom-tom,Snare Drum,Verse 2,,,,,
,,,Verse 2,,,,,
71,Tom-tom,Snare Drum,Verse 2,71,,,,
,,,Verse 2,,,,,
,Tom-tom,Snare Drum,Verse 2,,,,,
,,,Verse 2,,,,,
e,Tom-tom,Snare Drum,Verse 2,,,,,
,,,Verse 2,,,,,
,Tom-tom,Snare Drum,Verse 2,,,,,
,,,Verse 2,,,,,
&,Tom-tom,Snare Drum,Verse 2, ,,,,
,,,Verse 2,,,,,
,Tom-tom,Snare Drum,Verse 2,,,,,
,,,Verse 2,,,,,
a,Tom-tom,Snare Drum,Verse 2,,,,,
,,,Verse 2,,,,,
,Tom-tom,Snare Drum,Verse 2,,,,,
,,,Verse 2,,,,,
72,Tom-tom,Snare Drum,Verse 2,72,,,,
,,,Verse 2,,,,,
,Bass Drum,,Verse 2,,,,,
,,,Verse 2,,,,,
e,Snare Drum,Snare Drum,Verse 2,,,,,
,,,Verse 2,,,,,
,,,Verse 2,,,,,
,,,Verse 2,,,,,
&,Bass Drum,Tom-tom,Verse 2,,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
a,Snare Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Tom-tom,Verse 2,,,,,
,,,Verse 2,,,,,
73,Ride Cymbal,,Verse 2,73,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
e,Snare Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
&,Bass Drum,Tom-tom,Verse 2, ,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
a,Snare Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
74,Ride Cymbal,,Verse 2,74,,,,
,,,Verse 2,,,,,
,Bass Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
e,Snare Drum,Ride Cymbal,Verse 2,,,,,
,,,Verse 2,,,,,
,Ride Cymbal,,Verse 2,,,,,
,,,Verse 2,,,,,
&,Bass Drum,Tom-tom,Verse 2,,,,,
,,,Verse 2,,,,,
,Tom-tom,Snare Drum,Verse 2,,,,,
,,,Verse 2,,,,,
a,Tom-tom,Snare Drum,Verse 2,,,,,
,,,Verse 2,,,,,
,Tom-tom,Snare Drum,Verse 2,,,,,
,,,Verse 2,,,,,
75,Tom-tom,Snare Drum,Chorus,75,,,,
,,,Chorus,,,,,
,Tom-tom,Snare Drum,Chorus,,,,,
,,,Chorus,,,,,
e,Tom-tom,Snare Drum,Chorus,,,,,
,,,Chorus,,,,,
,Tom-tom,Snare Drum,Chorus,,,,,
,,,Chorus,,,,,
&,Tom-tom,Snare Drum,Chorus, ,,,,
,,,Chorus,,,,,
,Tom-tom,Snare Drum,Chorus,,,,,
,,,Chorus,,,,,
a,Tom-tom,Snare Drum,Chorus,,,,,
,,,Chorus,,,,,
,Tom-tom,Snare Drum,Chorus,,,,,
,,,Chorus,,,,,
76,Tom-tom,Snare Drum,Chorus,76,,,,
,,,Chorus,,,,,
,Tom-tom,Snare Drum,Chorus,,,,,
,,,Chorus,,,,,
e,Snare Drum,Snare Drum,Chorus,,,,,
,,,Chorus,,,,,
,,,Chorus,,,,,
,,,Chorus,,,,,
&,Bass Drum,Tom-tom,Chorus,,,,,
,,,Chorus,,,,,
,Ride Cymbal,,Chorus,,,,,
,,,Chorus,,,,,
a,Snare Drum,Ride Cymbal,Chorus,,,,,
,,,Chorus,,,,,
,Bass Drum,Tom-tom,Chorus,,,,,
,,,Chorus,,,,,
77,Ride Cymbal,,Chorus,77,,,,
,,,Chorus,,,,,
,Bass Drum,Ride Cymbal,Chorus,,,,,
,,,Chorus,,,,,
e,Snare Drum,Ride Cymbal,Chorus,,,,,
,,,Chorus,,,,,
,Ride Cymbal,,Chorus,,,,,
,,,Chorus,,,,,
&,Bass Drum,Tom-tom,Chorus, ,,,,
,,,Chorus,,,,,
,Ride Cymbal,,Chorus,,,,,
,,,Chorus,,,,,
a,Snare Drum,Ride Cymbal,Chorus,,,,,
,,,Chorus,,,,,
,Bass Drum,Ride Cymbal,Chorus,,,,,
,,,Chorus,,,,,
78,Ride Cymbal,,Chorus,78,,,,
,,,Chorus,,,,,
,Bass Drum,Ride Cymbal,Chorus,,,,,
,,,Chorus,,,,,
e,Snare Drum,Ride Cymbal,Chorus,,,,,
,,,Chorus,,,,,
,Ride Cymbal,,Chorus,,,,,
,,,Chorus,,,,,
&,Bass Drum,Tom-tom,Chorus,,,,,
,,,Chorus,,,,,
,Ride Cymbal,,Chorus,,,,,
,,,Chorus,,,,,
a,Snare Drum,Ride Cymbal,Chorus,,,,,
,,,Chorus,,,,,
,Bass Drum,Ride Cymbal,Chorus,,,,,
,,,Chorus,,,,,
79,Ride Cymbal,,Chorus,79,,,,
,,,Chorus,,,,,
,Bass Drum,Ride Cymbal,Chorus,,,,,
,,,Chorus,,,,,
e,Snare Drum,Ride Cymbal,Chorus,,,,,
,,,Chorus,,,,,
,Ride Cymbal,,Chorus,,,,,
,,,Chorus,,,,,
&,Bass Drum,Tom-tom,Chorus, ,,,,
,,,Chorus,,,,,
,Ride Cymbal,,Chorus,,,,,
,,,Chorus,,,,,
a,Snare Drum,Ride Cymbal,Chorus,,,,,
,,,Chorus,,,,,
,Bass Drum,Ride Cymbal,Chorus,,,,,
,,,Chorus,,,,,
80,Bass Drum,Tom-tom,Chorus,80,,,,
,,,Chorus,,,,,
,,,Chorus,,,,,
,,,Chorus,,,,,
e,Bass Drum,Tom-tom,Chorus,,,,,
,,,Chorus,,,,,
,,,Chorus,,,,,
,,,Chorus,,,,,
&,Bass Drum,Hi-hat (closed),Chorus,,,,,
,,,Chorus,,,,,
,Hi-hat (closed),,Chorus,,,,,
,,,Chorus,,,,,
a,Snare Drum,Hi-hat (closed),Chorus,,,,,
,,,Chorus,,,,,
,Bass Drum,Hi-hat (closed),Chorus,,,,,
,,,Chorus,,,,,
81,Hi-hat (closed),,Chorus,81,,,,
,,,Chorus,,,,,
,Hi-hat (closed),,Chorus,,,,,
,,,Chorus,,,,,
e,Snare Drum,Hi-hat (closed),Chorus,,,,,
,,,Chorus,,,,,
,Hi-hat (closed),,Chorus,,,,,
,,,Chorus,,,,,
&,Bass Drum,Hi-hat (closed),Chorus, ,,,,
,,,Chorus,,,,,
,Hi-hat (closed),,Chorus,,,,,
,,,Chorus,,,,,
a,Snare Drum,Hi-hat (closed),Chorus,,,,,
,,,Chorus,,,,,
,Bass Drum,Hi-hat (closed),Chorus,,,,,
,,,Chorus,,,,,
82,Hi-hat (closed),,Chorus,82,,,,
,,,Chorus,,,,,
,Hi-hat (closed),,Chorus,,,,,
,,,Chorus,,,,,
e,Snare Drum,Hi-hat (closed),Chorus,,,,,
,,,Chorus,,,,,
,Hi-hat (closed),,Chorus,,,,,
,,,Chorus,,,,,
&,Bass Drum,Hi-hat (closed),Chorus,,,,,
,,,Chorus,,,,,
,Hi-hat (closed),,Chorus,,,,,
,,,Chorus,,,,,
a,Snare Drum,Hi-hat (closed),Chorus,,,,,
,,,Chorus,,,,,
,Bass Drum,Hi-hat (closed),Chorus,,,,,
,,,Chorus,,,,,
83,Hi-hat (closed),,Guitar Solo,83,,,,
,,,Guitar Solo,,,,,
,Hi-hat (closed),,Guitar Solo,,,,,
,,,Guitar Solo,,,,,
e,Snare Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
,Hi-hat (closed),,Guitar Solo,,,,,
,,,Guitar Solo,,,,,
&,Hi-hat (closed),,Guitar Solo, ,,,,
,,,Guitar Solo,,,,,
,Bass Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
a,Snare Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
,Bass Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
84,Bass Drum,Hi-hat (closed),Guitar Solo,84,,,,
,,,Guitar Solo,,,,,
,Hi-hat (closed),,Guitar Solo,,,,,
,,,Guitar Solo,,,,,
e,Snare Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
,Hi-hat (closed),,Guitar Solo,,,,,
,,,Guitar Solo,,,,,
&,Bass Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
,Hi-hat (closed),,Guitar Solo,,,,,
,,,Guitar Solo,,,,,
a,Snare Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
,Bass Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
85,Hi-hat (closed),,Guitar Solo,85,,,,
,,,Guitar Solo,,,,,
,Hi-hat (closed),,Guitar Solo,,,,,
,,,Guitar Solo,,,,,
e,Snare Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
,Hi-hat (closed),,Guitar Solo,,,,,
,,,Guitar Solo,,,,,
&,Bass Drum,Hi-hat (closed),Guitar Solo, ,,,,
,,,Guitar Solo,,,,,
,Hi-hat (closed),,Guitar Solo,,,,,
,,,Guitar Solo,,,,,
a,Snare Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
,Bass Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
86,Hi-hat (closed),,Guitar Solo,86,,,,
,,,Guitar Solo,,,,,
,Hi-hat (closed),,Guitar Solo,,,,,
,,,Guitar Solo,,,,,
e,Snare Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
,Hi-hat (closed),,Guitar Solo,,,,,
,,,Guitar Solo,,,,,
&,Bass Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
,Hi-hat (closed),,Guitar Solo,,,,,
,,,Guitar Solo,,,,,
a,Snare Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
,Bass Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
87,Hi-hat (closed),,Guitar Solo,87,,,,
,,,Guitar Solo,,,,,
,Hi-hat (closed),,Guitar Solo,,,,,
,,,Guitar Solo,,,,,
e,Snare Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
,Hi-hat (closed),,Guitar Solo,,,,,
,,,Guitar Solo,,,,,
&,Hi-hat (closed),,Guitar Solo, ,,,,
,,,Guitar Solo,,,,,
,Bass Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
a,Snare Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
,Bass Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
88,Bass Drum,Hi-hat (closed),Guitar Solo,88,,,,
,,,Guitar Solo,,,,,
,Hi-hat (closed),,Guitar Solo,,,,,
,,,Guitar Solo,,,,,
e,Snare Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
,Snare Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
&,Bass Drum,Tom-tom,Guitar Solo,,,,,
,,,Guitar Solo,,,,,
,Hi-hat (closed),,Guitar Solo,,,,,
,,,Guitar Solo,,,,,
a,Snare Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
,Hi-hat (closed),,Guitar Solo,,,,,
,,,Guitar Solo,,,,,
89,Hi-hat (closed),,Guitar Solo,89,,,,
,,,Guitar Solo,,,,,
,Bass Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
e,Snare Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
,Hi-hat (closed),,Guitar Solo,,,,,
,,,Guitar Solo,,,,,
&,Bass Drum,Hi-hat (closed),Guitar Solo, ,,,,
,,,Guitar Solo,,,,,
,Hi-hat (closed),,Guitar Solo,,,,,
,,,Guitar Solo,,,,,
a,Snare Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
,Bass Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
90,Hi-hat (closed),,Guitar Solo,90,,,,
,,,Guitar Solo,,,,,
,Bass Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
e,Snare Drum,Hi-hat (closed),Guitar Solo,,,,,
,,,Guitar Solo,,,,,
